rank,address,city,zip,num_npis,total_paid,total_claims,num_unique_codes,num_auth_officials,same_auth_flag,entity_names,auth_officials
2261,92 HIGHLAND AVE,MILTON,02186,3,14479.15,785,4,0,,HAROLD LONGMAID | MARK LIPSKY | PATRICIA DONAHUE,
2262,120 MAIN ST,BRIDGEWATER,023241409,2,14438.75,197,1,0,,JOSHUA CABRAL | ROSEMARIE DARBYSHIRE,
2263,3640 MAIN ST STE 201,SPRINGFIELD,011071139,2,14225.59,495,4,0,,HARI MYLVAGANAM | REBECCA SOARES,
2264,25 SCHOOL ST,QUINCY,021696607,2,14170.98,554,1,1,YES,JAY PROVENZANO | J & M PRO P.C. dba <UNAVAIL>,JAY PROVENZANO
2265,300 LONGWOOD AVE DEPT OF,BOSTON,021155724,2,14159.38,187,5,0,,ASHWIN PRAKASH | SARAH FLEET,
2266,21 DWIGHT RD STE 104,LONGMEADOW,011061765,2,14053.89,530,2,0,,ROBIN POWERS | HELENA GABRIEL,
2267,676 MACARTHUR BLVD,POCASSET,025592230,2,14046.03,408,5,2,,"ALPHA DENTAL CENTER, PC dba <UNAVAIL> | POCASSET FAMILY DENTAL, LLC",MARDY COSTA | MUNAL SALEM
2268,851 MAIN ST,SOUTH WEYMOUTH,021901612,4,14020.29,139,5,1,YES,SOUTH SHORE ALLERGY & ASTHMA SPECIALISTS P.C. | RAJINDER CHAWLA | GEORGE CUCHURAL | IRAJ AGHDASI,MARTIN BROFF
2269,53 BIGELOW AVE,WATERTOWN,024722009,2,13933.01,524,6,2,,PROFESSIONAL DENTAL IMAGE | YAYA DENTAL PLLC,MUSTAFA ZAKKOOM | YANG HU
2270,5 MARKET SQ,AMESBURY,019132497,2,13851.73,145,2,1,YES,KATHRYN CLARK | A-4 COUNSELING,KAREN TOUCHETTE
2271,100 AMITY ST,FALL RIVER,027212202,2,13840.22,1400,6,1,YES,"SOUTHPOINTE REHAB CENTER, LLC | JILLIAN O'MELIA",DAVID BERKOWITZ
2272,46 WOBURN STREET,READING,01867,2,13738.92,286,5,1,YES,JEREMIAH FRANK | WOOD END DENTISTRY LLC,NATHAN JANG
2273,1275 ELM ST,WEST SPRINGFIELD,010891820,2,13635.66,290,4,0,,DAVID BOWERS | CLAUDE BOROWSKY,
2274,435 NEWBURY ST,DANVERS,019231065,2,13534.36,189,2,1,YES,"DANIELLE ZABEL | LILIA S. FIAT, D.M.D., LLC",LILIA FIAT
2275,5 MACY ST,AMESBURY,019133706,3,13495.70,297,6,1,YES,CVS PHARMACY INC dba <UNAVAIL> | ANN FISHER | KERRI CARLETON,SUSAN COLBERT
2276,300 BROOKLINE AVE,BOSTON,022155403,2,13479.35,108,2,0,,JASON LEWIS | HILDE VARDEH,
2277,42 CAPE RD,MILFORD,017573292,2,13313.67,43238,33,1,YES,"BIO-MEDICAL APPLICATIONS OF MASSACHUSETTS, INC. dba <UNAVAIL> | SARAH TUFFO",BARRY BLANTON
2278,30 NEWCROSSING RD,READING,018673271,2,13284.37,208,2,1,YES,"DAVID SIEGENBERG | DAVID SIEGENBERG,MD,PC",DAVID SIEGENBERG
2279,110 FRANCIS ST. SUITE 4B,BOSTON,02215,2,13188.47,200,1,0,,ARTURO DIAZ | JENNIFER NASHEL,
2280,198 MASSACHUSETTS AVE,NORTH ANDOVER,018454143,2,13135.30,1623,3,1,YES,LUBA TSYPKIN MD LLC | LUBA TSYPKIN,LUBA TYSPKIN
2281,107 FERRY ST,EVERETT,021494940,2,13123.93,635,2,1,YES,BRIAN LEAHY | EVERETT CHIROPRACTIC LLC,BRIAN LEAHY
2282,CHP - LEE FAMILY PRACTICE,LEE,01238,3,13031.71,77,1,0,,MELANIE LEVITAN | MICHAEL KAPLAN | ANN HUMMEL,
2283,8 JACKSON RD,MARBLEHEAD,019452831,2,12822.19,496,2,0,,MARC NAVON | MICHELE NAVON,
2284,ANDOVER PEDIATRICS NPI 1548393176,ANDOVER,01845,2,12817.51,235,4,0,,NANCY HURLEY | JENNIFER HENSLEY,
2285,759 CHESTNUT ST # D1170,SPRINGFIELD,011071619,2,12748.56,555,3,0,,WILLIAM SELOVE | SAJJAD HASSAN,
2286,455 BRAYTON AVE,SOMERSET,027262642,3,12583.62,2011,10,3,,455 BRAYTON AVENUE OPERATIONS LLC dba <UNAVAIL> | REVOLUTION AT SOMERSET POINT LLC | SOMERSET RIDGE SNF OPERATIONS BHC,MOSHE STEINBERG | MICHAEL BERG | JOSEPH DEUTSCH
2287,65 HARRISON AVE STE 307,BOSTON,021111924,2,12509.76,517,3,1,YES,KIN SANG WONG | KIN PHYSICAL THERAPY LLC,KIN WONG
2288,66 CONCORD STREET,WILMINGTON,018872127,2,12490.82,261,3,0,,JOSEPH COSTAGLIOLA | CATHY D'AUGUSTA,
2289,73 PELHAM ISLAND RD,WAYLAND,017782625,2,12470.83,487,7,1,YES,ELLEN MAHONEY | WAYLAND PEDIATRICS LLC,SALLIE MADY
2290,409 W BROADWAY,BOSTON,02127,2,12448.87,452,9,0,,THOMAS SCHUCH | DEANNE WIMSATT,
2291,30 ELM AVE,HYANNIS,026015547,2,12413.70,75,1,0,,LINDLEY GIFFORD | STEVEN LACY,
2292,8 PILGRIM HILL RD,PLYMOUTH,023606130,3,12324.24,313,4,1,YES,KAREN MOORE | CVS PHARMACY INC dba <UNAVAIL> | MELINDA RONDEAU,SUSAN COLBERT
2293,45 DIMOCK ST,BOSTON,021191208,2,11975.01,176,4,0,,SAMANTHA BARAS | GILLIAN BERNSTEIN,
2294,377 W BROADWAY,SOUTH BOSTON,021272217,2,11969.87,573,3,1,YES,"JUSTINE BEAUCHAMP HENDERSON | LISA SCIALLA DPT, PLLC",LISA SCIALLA
2295,1479 NEWMAN AVE,SEEKONK,02771,3,11947.75,173,6,1,YES,CVS PHARMACY INC dba <UNAVAIL> | TRACY SCHULER | STEPHANIE PINE,SUSAN COLBERT
2296,130 LINCOLN ST,WORCESTER,016052430,2,11922.80,327,2,2,,MASSACHUSETTS PARTNERS IN HEARING LLC dba <UNAVAIL> | MIDDLESEX TRANSPORTERS LLC,TODD SAUTER | DUNCAN IRURA
2297,572 WASHINGTON ST,WELLESLEY,024826418,2,11904.11,475,2,0,,VINCENT DESANTIS | THOMAS JOHN,
2298,575 MT AUBURN ST,CAMBRIDGE,021386844,3,11901.85,169,4,0,,DANIEL EPSTEIN | GRETA FEINBERG | ASHLEY FARRINGTON,
2299,200 SPRINGS RD,BEDFORD,017301198,4,11880.89,211,3,0,,SAMMY LEE | JOSEPHINE BELL | ALEXANDRA LANDMAN | DAVID LEVINE,
2300,32 STATE RD E,WESTMINSTER,014731212,2,11870.82,1029,5,0,,PAULA FONTAINE | MARK SCHECHTER,
2301,21 BRISTOL DR,SOUTH EASTON,023751199,3,11817.13,151,6,0,,GREGORY SEILER | SONALI KHOND | DAWN MCNERNEY,
2302,65 WALNUT ST,WELLESLEY,024812118,2,11569.07,2803,8,1,YES,"JONATHAN KAPLAN | WELLESLEY PRIMARY CARE MEDICINE, PC",ALAN GLASER
2303,1620 PRESIDENT AVE,FALL RIVER,027207148,2,11564.03,363,7,1,YES,CVS PHARMACY INC dba <UNAVAIL> | SHANNON KRAMARZ,SUSAN COLBERT
2304,58 BEDFORD ST,LEXINGTON,024204334,2,11551.79,190,6,1,YES,"CAREWELL URGENT CARE CENTERS OF MA, P.C dba <UNAVAIL> | CAITLIN HARTMAN",MARCUS HAMPERS
2305,111 LINCOLN ST,NEEDHAM,024922900,3,11345.66,694,7,1,YES,DAVID GREENES | MIRELA POPA | NEEDHAM PEDIATRICS P C,NORMAN ROSIN
2306,65 FREMONT ST,MARLBOROUGH,017521271,2,11323.42,658,4,2,,MARLBORO DENTAL CARE | MARLBORO INTERNAL MEDICINE P.C,DOMENIC ALBANESE | LALITA MATTA
2307,1191 CHESTNUT STREET,NEWTON,02464,2,11321.72,424,4,1,YES,STEPHEN KOLNIK | MYEYEDR OPTOMETRY OF MASSACHUSETTS P C dba <UNAVAIL>,SUE DOWNES
2308,LAHEY HOSPITAL & MEDICAL CENTER,BURLINGTON,01805,3,11149.49,671,3,0,,CARMEN PERRINO | DANIEL ARNETT | LEI LI,
2309,116 BELMONT ST,WORCESTER,016052964,2,10964.11,127,3,0,,SAPNA AGGARWAL | MARY FLYNN,
2310,1215 BROADWAY,RAYNHAM,027671942,4,10837.81,126,3,0,,GEORGE LOVETT | DIVJOT SOOCH | BALJINDER SINGH | MARCIN SPRYCHA,
2311,88 LINCOLN ST,FRAMINGHAM,017026354,2,10619.32,88,2,0,,VIVIAN RIVERA | STEPHANIE RANDAZZO,
2312,1595 BRIDGE ST,DRACUT,018262696,2,10552.71,134,3,0,,CHONG SO | JOSEPH DULAC,
2313,100 HOSPITAL RD STE 3C,LEOMINSTER,01453,2,10551.01,181,1,0,,BENJAMIN BRILL | HAYDEN ROCKSON,
2314,BETH ISRAEL DEACONESS MEDICAL CENTER,BOSTON,02115,3,10361.78,59,3,0,,BOZENA JACHNA | MORGAN SOFFLER | VANESSA PASCOE,
2315,16 CREEDEN ST,MANSFIELD,020481212,2,10233.91,518,1,1,YES,"RAYMOND PAUL-BLANC | RAYMOND PAUL-BLANC, MD, PC",RAYMOND PAUL-BLANC
2316,922 HIGHLAND AVE,NEEDHAM,024941256,2,10178.27,206,6,1,YES,"CAREWELL URGENT CARE CENTERS OF MA, P.C dba <UNAVAIL> | CHRISTIANA KANG",MARCUS HAMPERS
2317,260 COCHITUATE RD,FRAMINGHAM,017014608,2,9957.87,1111,9,0,,ASIMAH QAYYUM | WENDY GRAY,
2318,157 WASHINGTON ST,HUDSON,017492765,2,9957.75,121,2,0,,ANUPAM MATHUR | JENNIFER PIERMARINI,
2319,386 W BROADWAY,BOSTON,021272215,2,9942.47,291,3,0,,TAK-MAN FUNG | ZACHARY SLEPCHUK,
2320,70 HAVEN ST,READING,018672929,3,9937.47,388,3,1,YES,"EUGENE O'LEARY | READING EYE ASSOCIATES, P.C. | KALAH BARRETT",EUGENE O'LEARY
2321,100 MAPLE AVE,GREAT BARRINGTON,012301963,3,9896.09,120,2,0,,RUBY CHANG | LISA SYLVIA | RONALD SUNOG,
2322,563 MAIN ST,BOLTON,017401300,2,9895.75,499,8,1,YES,BOLTON GENERAL & COSMETIC DENTISTRY PC | SUHAS SREEHARSHAN,AMPARO DAVID
2323,479 SWANSEA MALL DR,SWANSEA,027774119,2,9836.63,181,2,0,,DIANE KUTTNER | BRIAN COSTA,
2324,5 WATER STREET,ARLINGTON,02476,2,9597.53,1238,11,1,YES,"JOHN SCHOFIELD | ARLINGTON PEDIATRIC ASSOCIATES, P.C.",ELIZABETH LANDIS
2325,22 WEST ST,MILLBURY,015272622,2,9565.17,143,3,1,YES,ALLAN HUGHES | NEW ENGLAND REPRODUCTIVE MEDICINE AND SURGERY LLC,BRIAN CLARK
2326,71 HOSPITAL AVENUE,ADAMS,01247,2,9365.56,56,1,0,,DONNA TEW | MARY SHEFFIELD,
2327,1 LUMBER ST,HOPKINTON,017482363,2,9147.12,119,3,0,,MICHAEL CONNORS | PATTY-ANN KRAJEWSKI,
2328,20 SOUTHBRIDGE RD,CHARLTON,015075235,3,9093.77,204,8,0,,ROBERT CHERRY | STANLEY SWIERZEWSKI | SARA MAHONY,
2329,68 MAIN ST,ANDOVER,018103834,2,8984.08,289,3,1,YES,SHELLEY WOOLSEY | CVS PHARMACY INC dba <UNAVAIL>,SUSAN COLBERT
2330,3500 MAIN ST,SPRINGFIELD,011071137,2,8947.71,518,7,0,,JEFFREY KAUFMAN | MARVIN MORRIS,
2331,180 LOW ST,NEWBURYPORT,019503519,2,8871.66,826,6,2,,"VK NEWBURYPORT, LLC | NOA DIAGNOSTICS OF MA LLC",BARRY BOKOW | EVAN JASSER
2332,51 STATE RD,NORTH DARTMOUTH,027473319,2,8854.73,376,3,0,,ARTHUR GOLDMAN | JEFFREY KENYON,
2333,151 MERRIMAC ST,BOSTON,021144714,2,8660.65,984,13,2,,"LESLIE S T FANG, MD, PC | BOSTON SMILES PLLC dba <UNAVAIL>",JESSIKA JAHNSEN | LESLIE FANG
2334,370 PINE ST,SPRINGFIELD,011051931,2,8629.57,808,2,2,,VERITAS PREPARATORY CHARTER SCHOOL | SPRINGFIELD PREPARATORY CHARTER SCHOOL,WILLIAM SPIRER | RACHEL ROMANO
2335,175 CAREW ST STE 200,SPRINGFIELD,011042391,2,8618.31,109,2,0,,MARC GOLDMAN | UMA CHAGANTI,
2336,125 PARKER HILL AVE,BOSTON,021202847,3,8528.48,305,6,0,,KENNETH LEAVITT | DANIEL CARR | CHRISTOPHER TVETER,
2337,"77 HERRICK ST, SUITE 201",BEVERLY,01915,2,8497.99,147,2,0,,JAIPAL GANDHI | NIRAV SHAH,
2338,1021 MAIN STREET,WINCHESTER,01890,2,8480.12,1192,2,0,,CAROLINE FOOTE | ANDREW LUBIN,
2339,201 CHELMSFORD ST,CHELMSFORD,01824,2,8367.56,180,3,1,YES,ASSOCIATES OF MERRIMACK VALLEY INC dba <UNAVAIL> | MAITUL PATEL,JOEL SIEGEL
2340,1045 MAIN ST FL 1,HOLYOKE,010405373,2,8360.95,154,3,0,,MARIE CARRIER-MANLEY | TAMELA RODRIGUES,
2341,210 BEAR HILL RD,WALTHAM,024511025,2,8355.05,169,2,1,YES,NICOLE MAYO | WALTHAM BEHAVIORAL HEALTH LLC,ELEFTHERIA TSAVOUSSIS
2342,16 HILLSIDE AVE,ATTLEBORO,027032487,2,8252.85,162,2,0,,KEVIN BOWMAN | JOHN WARRINGTON,
2343,1 W BOYLSTON ST,WORCESTER,016051265,4,8189.75,1424,8,0,,DANIEL MASSARELLI | EDWARD DRISCOLL | RITA SEMAAN | ANTONIOS MOUZAKIS,
2344,3550 MAIN ST STE 101,SPRINGFIELD,011071078,2,8054.75,102,2,0,,ELIZABETH CHERELLA | PATRICIA CORKUM,
2345,1 HUTCHINSON DR,DANVERS,019233748,2,8043.93,564,7,0,,KRISTY CAHILL | KAITLIN WILLIAMS,
2346,49 ROBINWOOD AVE,JAMAICA PLAIN,02130,2,8039.50,181,2,0,,LAURENCE DUCOMB | JONATHAN LEE,
2347,300 LONGWOOD AVE BCH3066,BOSTON,021155724,2,7804.01,84,3,0,,MICHAEL LEE | SONIA JARRETT,
2348,73D WINTHROP AVE,LAWRENCE,018433716,2,7666.06,296,8,1,YES,MIGUEL CABRERA | GREATER LAWRENCE FAMILY HEALTH CENTER INC dba <UNAVAIL>,ZANDRA KELLEY
2349,48 ELM ST,WORCESTER,016092541,3,7587.21,181,2,0,,JAMES HUGHES | JONATHON SILLMAN | MELINDA THACKER,
2350,123 HIGH ST,TOPSFIELD,019831921,2,7562.83,1660,6,1,YES,LNF CORPORATION dba <UNAVAIL> | CARL JOHNSON,PHILIP ARCIDI
2351,10 HOSPITAL DR STE 106,HOLYOKE,010406612,2,7426.60,409,4,0,,LAWRENCE PRUSAK | KIMBERLY BUCKNOR,
2352,230 CONGRESS ST,BOSTON,021102409,2,7400.07,311,3,0,,STEPHANIE BATTISTA | AMANDA WIEDERODER,
2353,101 CAMBRIDGE STREET,BURLINGTON,01803,2,7339.90,1202,4,1,YES,BURLINGTON OB-GYN ASSOC INC | ANJU NAYAR,PETER ROTOLO
2354,6 MAIN ST STE 1,HYANNIS,02601,2,7199.01,110,3,1,YES,"ROSEMARA HUGHART | ROSEMARA HUGHART, MD, PC dba <UNAVAIL>",ROSEMARA HUGHART
2355,360 MERRIMACK ST STE 9,LAWRENCE,018431764,2,7190.64,189,6,1,YES,SCOTT EARLY | TALLMAN EYE WHITTIER,CYNTHIA DEANGELIS
2356,631B NORTH STREET,PITTSFIELD,012014109,3,7183.68,102,2,0,,MEHERNOSH KHAN | HEATHER FLYNN | MAXIM BITUNOV,
2357,500 W CUMMINGS PARK STE 4500,WOBURN,018016617,2,7142.01,293,1,1,YES,KAREN CHESLEY | MENTAL HEALTH ALCOVE PC,MARILYNE JONES-JENKINS
2358,910 BOSTON TPKE STE 3,SHREWSBURY,015453396,2,7066.40,83,2,0,,GWENN O'KEEFFE | ANGELA ROBICHAUD,
2359,300 LONGWOOD AVE # FEGAN4,BOSTON,021155724,2,7064.00,99,4,0,,GENA HEIDARY | CRYSTAL SIN YI CHEUNG,
2360,88 POND ST,SHARON,02067,2,7009.00,180,2,1,YES,ALAN GAUCHMAN | SHARON DENTAL GROUP LLC,CHRISTINE SHAW
2361,820 HARRISON AVE,BOSTON,021182905,3,6981.89,4848,9,0,,JENNIFER UYEDA | NEIL THAYIL | KHALID HASSAN,
2362,170 PLEASANT ST,NORTH ANDOVER,01845,2,6955.20,178,6,0,,ALBERTO SOBRADO | LESLIE ALLEN,
2363,139 SOUTH ST,SOUTHBRIDGE,015504032,2,6917.40,90,1,0,,LAUREL BOLAND | VIRGINIA DESPRES,
2364,119 WASHINGTON ST,NORWELL,020611728,2,6908.24,312,4,1,YES,LINDA BOTELLO | LINDA S BOTELLO OD dba <UNAVAIL>,LINDA BOTELLO
2365,2 MEETING HOUSE ROAD,CHELMSFORD,018242700,2,6875.56,124,3,0,,JORGE GONZALEZ | ROOPA REDDY,
2366,4 WEST ST,WEST HATFIELD,010889515,2,6866.80,103,2,0,,CATHERINE SPATH | JONATHAN FALLON,
2367,47 PLEASANT ST,WINCHENDON,014751618,2,6775.00,198,5,2,,"WINCHENDON FAMILY DENTAL PC | WINCHENDON DENTAL, PC",MOHAMED ELNAZER | JENNIFER WARREN
2368,279 E MAIN ST,GLOUCESTER,019304141,2,6768.68,117,1,1,YES,THOMAS PEARCE | THOMAS S. PEARCE,THOMAS PEARCE
2369,825A WASHINGTON ST,NEWTON,024601625,2,6743.61,1283,2,1,YES,AZ PHYSICAL THERAPY CORPORATION dba <UNAVAIL> | OLGA KALTSOU,OLGA KALTSOU
2370,650 LINCOLN ST,WORCESTER,016052011,2,6642.64,212,3,1,YES,"UMASS MEMORIAL MEDICAL CENTER, INC. dba <UNAVAIL> | ANNA MCMAHAN",MARY STONE
2371,22 S MAIN ST,BELCHERTOWN,010078829,2,6466.28,254,1,1,YES,BETHANY BOEHLE | SWIFT RIVER CHIROPRACTIC,BETHANY BOWMAN
2372,60 WALNUT ST,WELLESLEY,024812151,2,6395.90,111,3,1,YES,"NEWTON WELLESLEY EYE ASSOCIATES, P.C. | KRISTEN BEHRENS",JILL CARMODY
2373,725 CONCORD AVE,CAMBRIDGE,021381040,3,6388.86,172,2,0,,KAY KANE | JOYCELYN DATU | SARAH SAALFIELD,
2374,RIVERSIDE MEDICAL GROUP,LOWELL,01854,2,6380.73,85,3,0,,MONTU PATEL | PAURNIMA WARKE,
2375,41 RESNIK RD,PLYMOUTH,023604842,2,6374.18,127,2,0,,ERIC RIGHTMIRE | JULIA KENNISTON,
2376,50 NORTH ST,MEDFIELD,020521654,2,6331.91,153,3,0,,ELLEN KWAN | MAURA SHAUGHNESSY,
2377,21 TORREY ST,BROCKTON,023014849,2,6287.02,2845,6,0,,BETH BERLIN | EDNA CHIU,
2378,940 COMMONWEALTH AVE,BOSTON,022151203,2,6242.31,189,3,0,,JACKY KONG | MENG MENG XU,
2379,70 COURT ST STE 1,WESTFIELD,010853521,2,6159.17,354,4,1,YES,"JEFFREY SOLEY | SOLEY CHIROPRACTIC, PC",JEFFREY SOLEY
2380,2036A BOSTON RD,WILBRAHAM,010951102,2,5892.97,138,2,1,YES,ERKAN MUTLUKAN | NEURO-OPHTHALMOLOGY & EYECARE P.C.,ERKAN MUTLUKAN
2381,67 S BEDFORD ST STE 202E,BURLINGTON,018035141,4,5888.50,122,2,0,,THADDEUS NIGBOROWICZ | SARA WILLIFORD | STACEY ANDERSON | TIANYI LI,
2382,2000 WASHINGTON ST,NEWTON LOWER FALLS,024621650,2,5763.56,1652,7,0,,ALLAN ENGEL | QIAN YUAN,
2383,1082 DAVOL ST,FALL RIVER,027201124,2,5748.72,68,2,0,,LINDSAY CARREIRO | JOSEPHINE THUO,
2384,1 WALLACE BASHAW WAY,NEWBURYPORT,019503875,2,5713.27,235,2,2,,COLDEN EAR NOSE THROAT & ALLERGY LLC | ASSOCIATED PHYSICIANS OF HARVARD MEDICAL FACULTY PHYSICIANS AT BETH IS,STUART ROSENBERG | BRITTNEY BORG
2385,1 PORTER SQ,CAMBRIDGE,021401431,2,5706.93,254,9,0,,HUNG NGUYEN | MARGOT SELIGMAN,
2386,140 COMMONWEALTH AVE,DANVERS,019233629,2,5691.45,234,2,0,,ROCHELLE NAZARIAN | STEVEN KEENHOLTZ,
2387,299 FAUNCE CORNER RD,NORTH DARTMOUTH,027471218,2,5683.79,112,3,0,,ILANA FEINERMAN | EVELYN KELLY,
2388,33 LYMAN ST,WESTBOROUGH,015811404,2,5676.55,86,5,1,YES,"PROFESSIONAL HEARING HEALTHCARE ASSOCIATES, INC. | ELIZABETH DEGRUSH",PETER LEE
2389,17 VILLAGE SQ,CHELMSFORD,018242712,3,5671.90,201,2,2,,"FLORENCE BAHTIARIAN | MASSACHUSETTS OPTICIANS INC. | VILLAGE EYE ASSOCIATES,LLC",STANLEY BUKOWIEC | FLORENCE OD
2390,15 KIRKBRIDE DR,DANVERS,019236011,3,5607.39,623,8,2,,ALISHA CARTER | VISAVIS HEALTH CARE MEDICAL GROUP OF MA PLLC | HATHORNE SNF OPERATIONS LLC,MICHAEL LEVY | REKHA BHANDARI
2391,428 HAMILTON ST,SOUTHBRIDGE,015501859,3,5598.94,70,3,2,,JOHN STAGIAS | JOHN G STAGIAS MD PC | CINDY A SHIRO DO LLC dba <UNAVAIL>,JOHN STAGIAS | CINDY SHIRO
2392,179 NORTHAMPTON ST,EASTHAMPTON,010271057,2,5581.81,80,1,0,,SUSAN RAY-LAMOND | DAVID SLACK,
2393,160 S MAIN ST,MILFORD,017573293,2,5570.72,71,2,0,,JOHN HATCH | ROGER KALDAWY,
2394,1 CABOT RD,HUDSON,017493713,2,5433.64,63,2,0,,CHRISTIAN POTTER-KABLOTSKY | STEVEN QUAN,
2395,101 INDEPENDENCE MALL WAY,KINGSTON,023643048,2,5360.29,164,4,1,YES,"MIEU VO | DYNAMIC EYE CARE, INC.",MIEU VO
2396,604 MAIN ST,WOBURN,018012982,2,5359.47,96,2,0,,PAUL CHERVIN | ALBERT FULLERTON,
2397,185 PILGRIM RD # BAKER4,BOSTON,022155324,2,5344.16,344,3,0,,MARIE-FRANCE POULIN | JESSE YANG,
2398,215 SUMMER ST,HAVERHILL,018306320,2,5334.25,168,4,0,,ELLEN BYRON | JOHN ABOUKHATER,
2399,132 GREAT RD,STOW,017751189,2,5239.55,128,2,1,YES,GEORGE MANDLER | INNERSPRING ACUPUNCTURE & WELLBEING INC. dba <UNAVAIL>,GEORGE MANDLER
2400,101 THOREAU ST,CONCORD,017422443,2,5224.81,158,3,1,YES,"ESHITA BAKSHI | WALDEN POND PEDIATRICS, PC",ESHITA BAKSHI
2401,"830 HARRISON AVE, SUITE 3500",BOSTON,02118,2,5152.14,1061,1,0,,DERIN TUGAL | GILSON COSTA FERNANDES FILHO,
2402,1180 BEACON ST STE 7A,BROOKLINE,024463806,2,5089.61,361,6,1,YES,"SHANA ZANDMAN | BROOKLINE PEDIATRICS, LLC",CHRISTOPHER SWAIN
2403,851 BEACON ST,NEWTON CENTER,024591822,2,4992.84,168,1,0,,ANDREW LOWEY | LAUREN YEAGER,
2404,5 WALPOLE ST,NORWOOD,020623351,2,4830.04,60,1,0,,JOSEPH SCHEMBRI | ERIN CABRAL,
2405,LAHEY HOSPITAL AND MEDICAL CTR,BURLINGTON,018050001,3,4819.39,77,3,0,,SHEIDA SHARIFI | MATTHEW BARMMER | GAUTAM GADEY,
2406,65 CENTRAL ST,GEORGETOWN,018332425,3,4807.19,101,4,1,YES,FAMILY CARE ASSOCIATES LLC | MARC FEDERMAN | STEPHEN BERZANSKY,MARC FEDERMAN
2407,640 CENTRE ST,JAMAICA PLAIN,02130,2,4803.52,108,2,0,,CLYDE SMITH | ZOE HAEMER,
2408,159 SAMOSET ST,PLYMOUTH,023604815,2,4768.19,393,7,1,YES,"JOSEPH GRANT | CAPE COD CHIROPRACTIC KINESIOLOGICAL ASSOCIATES, INC.",DAVID LEAF
2409,612 WASHINGTON ST,CANTON,020213032,2,4742.50,197,3,1,YES,VICTORIA YAMPOLSKY | PREMIER FAMILY EYECARE PC,VICTORIA YAMPOLSKY
2410,140 MAIN ST,GROTON,014501271,2,4537.42,224,2,1,YES,NASHOBA VISION ASSOCIATES INC | MICHAEL O'NEIL,MICHAEL O'NEIL
2411,30 RESNIK RD,PLYMOUTH,02360,3,4361.35,485,3,1,YES,"ROBERT SCARLATELLI | ROBERT SCARLATELLI,M.D.,LLC | JILL WHELAN",ROBERT SCARLATELLI
2412,100 BINNEY ST,CAMBRIDGE,021421096,2,4332.89,109,5,0,,STELLA KINYOTA | CAROLYN CHANDLER,
2413,480 ADAMS ST,MILTON,021864914,2,4332.00,246,4,1,YES,"DAVID B. HARTE, D.M.D., P.C. | BRIAN CHIN",DAVID HARTE
2414,497 MAIN STREET,GROTON,01450,2,4319.74,56,2,0,,ALLA SARKISYAN | REBBECCA OLSZAK,
2415,98 SHAKER ROAD,EAST LONGMEADOW,01028,2,4312.84,56,2,0,,KATHLEEN REID | FAHIM KAZI,
2416,627 COLLEGE HWY,SOUTHWICK,010779828,2,4249.13,162,6,1,YES,ADJUST YOUR LIFE CHIROPRACTIC LLC | JONATHAN DANIELS,TERRENCE WELCH
2417,99 TOPEKA ST,BOSTON,021182717,2,4244.87,54,2,0,,EMMA BARTON | AMAKA PHILIPS,
2418,22 YALE AVE,WAKEFIELD,018802309,2,4195.96,203,2,0,,RAFFAELE PETROSINO | DONNA VANN,
2419,20 GUEST ST STE 225,BRIGHTON,021352065,2,4129.23,124,3,2,,PRO SPORTS ORTHOPEDICS INC dba <UNAVAIL> | BOSTON ORTHOPAEDIC AND SPINE LLC,THOMAS BURKE | LINDA SURRO
2420,204 PROCTOR AVE,REVERE,021514923,2,4126.57,649,5,2,,"LIGHTHOUSE OF REVERE, INC. dba <UNAVAIL> | ADVANTAGE SURGICAL AND WOUND CARE MASSACHUSETTS PC",ROGER MARKS | JOHN GRIFFIN
2421,1284 ELM STREET,WEST SPRINGFIELD,01089,2,4071.00,119,2,1,YES,"LEE HOOD | ARCHAMBAULT & ARCHAMBAULT, PLLC",COLE ARCHAMBAULT
2422,820 HARRISON AVE BLDG 3,BOSTON,021182905,2,4041.69,658,5,0,,SANTOSHI INDRAKANTI | RUTUPARNA SARANGI,
2423,82 WENDELL AVE STE 100,PITTSFIELD,012017066,2,4037.03,46,2,0,,ELLIS MACE | JENNIFER BROWNSTEIN,
2424,150 ANSEL HALLET ROAD,WEST YARMOUTH,02673,2,4020.74,108,5,1,YES,"SHARON DALEY | CAPE COD PLASTIC & HAND SURGEONS, INC.",PETER BENTIVEGNA
2425,830 COUNTY RD,POCASSET,025592110,2,3902.20,803,5,1,YES,THE COMMONWEALTH OF MASSACHUSETTS dba <UNAVAIL> | THE COMMONWEALTH OF MASSACHUSETTS dba <UNAVAIL>,DEBRA DEMUTH
2426,369 MAIN ST,SPENCER,015621900,4,3897.93,1076,5,0,,JEFFREY LEE | DEBORAH GURSKI | JOSEPH KURUVILLA | NICHOLAS BURSTEIN,
2427,9 FIRE ROAD 15A,LUNENBURG,01462,2,3870.00,141,3,1,YES,"MARCY FOREMAN | THE TRAVELING TOOTHFAIRY, LLC",MARCY FOREMAN
2428,68 MAIN ST,PEPPERELL,014631560,2,3776.80,100,4,0,,KARA VIEL | CRISTI DESOCIO,
2429,25 WARREN ST,RANDOLPH,023684015,3,3767.93,125,5,0,,JANET DECOURCEY | ANURADHA BHIMAVARAPU | LINA RIOS,
