PRIORITY,ADDRESS,CITY,ZIP,TOTAL MEDICAID $,NUM ENTITIES,WHY FLAGGED,ENTITY 1,ENTITY 1 $,PERSON IN CHARGE,PHONE,ENTITY 2,ENTITY 2 $,PERSON IN CHARGE,PHONE,ENTITY 3,ENTITY 3 $,PERSON IN CHARGE,PHONE,ALL ENTITIES,ALL PERSONS
P3 - MEDIUM-HIGH,25 MECHANIC ST,FOXBORO,2035,677271,3,"SAME PERSON CONTROLS ALL ENTITIES | BILLING SAME CODES: 92014, 92015, 92370 | ONE PERSON RUNS ALL",ELLIOTT EYE DOCTORS AND THE OPTICAL SHOPPE PC,649443,MAKENZIE ELLIOTT (OD),(508) 543-4840,PAUL ELLIOTT,24466,,(508) 543-4840,MAKENZIE ELLIOTT MASSENBURG,3362,,(508) 543-4840,ELLIOTT EYE DOCTORS AND THE OPTICAL SHOPPE PC /// PAUL ELLIOTT /// MAKENZIE ELLIOTT MASSENBURG,MAKENZIE ELLIOTT
P3 - MEDIUM-HIGH,745 RIVER ST,MATTAPAN,2126,672399,2,SAME PERSON CONTROLS ALL ENTITIES | BILLING SAME CODES: 99214 | ONE PERSON RUNS ALL,HYDE PARK HEALTH ASSOCIATES INC.,670195,CLIFFORD BONNET (OFFICE MANAGER),(617) 364-2588,JEAN BONNET,2204,,(617) 364-2588,,0,,,HYDE PARK HEALTH ASSOCIATES INC. /// JEAN BONNET,CLIFFORD BONNET
P3 - MEDIUM-HIGH,1673 MIDDLESEX ST,LOWELL,1851,668105,2,"SAME PERSON CONTROLS ALL ENTITIES | BILLING SAME CODES: D0220, D0230, D1110 | ONE PERSON RUNS ALL",AWASTHY DDS PC,664837,VINEET AWASTHY (PRESIDENT),(978) 888-5317,VINEET AWASTHY,3268,,(978) 455-3775,,0,,,AWASTHY DDS PC /// VINEET AWASTHY,VINEET AWASTHY
P3 - MEDIUM-HIGH,850 CHELMSFORD ST,LOWELL,1851,655516,4,"SAME PERSON CONTROLS ALL ENTITIES | BILLING SAME CODES: 92004, 92014, 92015 | ONE PERSON RUNS ALL",ADVANCED EYE CARE ASSOCIATES,551152,STEVEN SIKALIS (MANAGER/OPTOMETRIST),(978) 452-0127,CHRISTOPHER KARALEKAS,43887,,(978) 452-0127,STEVEN SIKALIS,31739,,(978) 452-0127,ADVANCED EYE CARE ASSOCIATES /// CHRISTOPHER KARALEKAS /// STEVEN SIKALIS /// STEPHEN HARNEY,STEVEN SIKALIS
P3 - MEDIUM-HIGH,166 COLUMBIA RD,BOSTON,2121,616930,2,"SAME PERSON CONTROLS ALL ENTITIES | BILLING SAME CODES: D0120, D0150, D1110, D1120, D1208 | ONE PERSON RUNS ALL",ZAIN ALQAWS ISSA,392014,,(617) 445-9880,CUMMINS FAMILY DENTAL PC,224916,MICHELLE CUMMINS (D.M.D.),(617) 445-9880,,0,,,ZAIN ALQAWS ISSA /// CUMMINS FAMILY DENTAL PC,MICHELLE CUMMINS
P3 - MEDIUM-HIGH,438 CHESTNUT ST,SPRINGFIELD,1107,615578,2,"SAME PERSON CONTROLS ALL ENTITIES | BILLING SAME CODES: 99213, 99214 | ONE PERSON RUNS ALL",MOHAMMED MAWLA,317460,,(413) 781-1100,"MEDICAL EXPRESS URGENT CARE CENTER, CO. INC.",298117,"MOHAMMED MAWLA (CEO, PRESIDENT)",(413) 781-1100,,0,,,"MOHAMMED MAWLA /// MEDICAL EXPRESS URGENT CARE CENTER, CO. INC.",MOHAMMED MAWLA
P3 - MEDIUM-HIGH,81 RESERVOIR DR,ATHOL,1331,606858,4,SAME PERSON CONTROLS ALL ENTITIES | BILLING SAME CODES: 99214 | ONE PERSON RUNS ALL,HEYWOOD MEDICAL GROUP INC,436117,THOMAS SULLIVAN (CEO),(978) 248-5135,ATHOL MEMORIAL HOSPITAL INCORPORATED,161828,THOMAS SULLIVAN (CEO),(978) 248-5135,JACQUELYN MCKEAN,5419,,(978) 248-5135,HEYWOOD MEDICAL GROUP INC /// ATHOL MEMORIAL HOSPITAL INCORPORATED /// JACQUELYN MCKEAN /// MARINA DAVOS,THOMAS SULLIVAN
P3 - MEDIUM-HIGH,188 BROADWAY,METHUEN,1844,602070,2,"SAME PERSON CONTROLS ALL ENTITIES | BILLING SAME CODES: 99213, 99214 | ONE PERSON RUNS ALL","AUTUMN GRACE MEDICAL ASSOCIATES, PC",595800,CHIH YEH (OWNER),(978) 682-3939,CHIH YEH,6270,,(978) 682-3939,,0,,,"AUTUMN GRACE MEDICAL ASSOCIATES, PC /// CHIH YEH",CHIH YEH
P3 - MEDIUM-HIGH,89 S MAIN ST,RANDOLPH,2368,598491,2,"SAME PERSON CONTROLS ALL ENTITIES | BILLING SAME CODES: D0120, D0140, D0274, D1110 | ONE PERSON RUNS ALL",RANDOLPH DENTAL SMILE PLLC,576683,AMMAR BASH (DENTIST/OWNER),(781) 963-4343,LUPING GE,21808,,(781) 963-4343,,0,,,RANDOLPH DENTAL SMILE PLLC /// LUPING GE,AMMAR BASH
P3 - MEDIUM-HIGH,800 PURCHASE ST,NEW BEDFORD,2740,595529,4,SAME PERSON CONTROLS ALL ENTITIES | BILLING SAME CODES: 90834,EKATERINA ILDEYKINA,338062,,(508) 990-0894,JACQUELINE CAMPOS,173163,,(508) 992-1088,BONNIE MORAN,47336,,(508) 990-0894,EKATERINA ILDEYKINA /// JACQUELINE CAMPOS /// BONNIE MORAN /// CHERYL GREENE,
P3 - MEDIUM-HIGH,415 BOSTON TPKE,SHREWSBURY,1545,591670,2,SAME PERSON CONTROLS ALL ENTITIES | BILLING SAME CODES: 99214 | ONE PERSON RUNS ALL,RAYMOND ZHOU MD PC,586467,MOHAMED HAIDER (OFFICE MANAGER),(508) 845-8200,RAYMOND ZHOU,5203,,(508) 845-8200,,0,,,RAYMOND ZHOU MD PC /// RAYMOND ZHOU,MOHAMED HAIDER
P3 - MEDIUM-HIGH,33 LYMAN ST STE 400,WESTBOROUGH,1581,585237,2,"SAME PERSON CONTROLS ALL ENTITIES | BILLING SAME CODES: 64405, 64450 | ONE PERSON RUNS ALL","COMMUNITY NEUROSCIENCE SERVICES, LLC",580910,JORDAN EISENSTOCK (PRESIDENT - OWNER),(508) 898-0055,SHIVANG JOSHI,4327,,(508) 898-0055,,0,,,"COMMUNITY NEUROSCIENCE SERVICES, LLC /// SHIVANG JOSHI",JORDAN EISENSTOCK
P3 - MEDIUM-HIGH,116 BELMONT ST RM 34,WORCESTER,1605,576229,2,"SAME PERSON CONTROLS ALL ENTITIES | BILLING SAME CODES: 80305, 99214 | ONE PERSON RUNS ALL",WORCESTER PAIN MANAGEMENT PLLC,533738,DEMIAN MOUSAD (OWNER),(508) 904-9026,DEMIAN MOUSAD,42491,,(508) 713-6063,,0,,,WORCESTER PAIN MANAGEMENT PLLC /// DEMIAN MOUSAD,DEMIAN MOUSAD
P3 - MEDIUM-HIGH,20 ONEIL BLVD,ATTLEBORO,2703,573414,4,SAME PERSON CONTROLS ALL ENTITIES | BILLING SAME CODES: 99214 | ONE PERSON RUNS ALL,STURDY HEALTH INC,339676,AMY PFEFFER (CFO),(508) 431-3600,STURDY HEALTH INC,118205,AMY PFEFFER (CFO),(508) 236-8525,STURDY HEALTH INC,73840,AMY PFEFFER (CFO),(508) 222-2021,STURDY HEALTH INC /// STURDY HEALTH INC /// STURDY HEALTH INC /// STURDY HEALTH INC,AMY PFEFFER
P3 - MEDIUM-HIGH,436 BROADWAY,METHUEN,1844,572132,2,"SAME PERSON CONTROLS ALL ENTITIES | BILLING SAME CODES: 92004, 92014, 92015 | ONE PERSON RUNS ALL",DAVID I KAHAN OD PC,416471,DAVID KAHAN (OWNER),(978) 687-3220,DAVID KAHAN,155661,,(978) 687-3220,,0,,,DAVID I KAHAN OD PC /// DAVID KAHAN,DAVID KAHAN
P3 - MEDIUM-HIGH,600 WORCESTER RD,FRAMINGHAM,1702,567697,2,SAME PERSON CONTROLS ALL ENTITIES | BILLING SAME CODES: 99213 | ONE PERSON RUNS ALL,CHARLES RIVER MEDICAL ASSOCIATES PC,566805,BRIAN PARILLO (EXECUTIVE DIRECTOR),(508) 881-3029,SERGEI AISH,892,,(508) 879-6450,,0,,,CHARLES RIVER MEDICAL ASSOCIATES PC /// SERGEI AISH,BRIAN PARILLO
P3 - MEDIUM-HIGH,95 LYNN ST,PEABODY,1960,567382,2,"SAME PERSON CONTROLS ALL ENTITIES | BILLING SAME CODES: D0150, D0330, D1120, D2394, D9110 | ONE PERSON RUNS ALL",PEABODY FAMILY DENTAL PLLC,430352,SUSAN GIAIMO (COO),(978) 532-1555,PHUONG (FERN) NGUYEN,137030,,(978) 532-1555,,0,,,PEABODY FAMILY DENTAL PLLC /// PHUONG (FERN) NGUYEN,SUSAN GIAIMO
P3 - MEDIUM-HIGH,60 EAST ST STE 1100,METHUEN,1844,559674,2,"SAME PERSON CONTROLS ALL ENTITIES | BILLING SAME CODES: 59025, 59400, 59426, 99213, G0444 | ONE PERSON RUNS ALL",THE PRACTICE OB/GYN PC,485184,IBRAHIM JOULAK (OWNER),(978) 458-8855,IBRAHIM JOULAK,74491,,(978) 458-8855,,0,,,THE PRACTICE OB/GYN PC /// IBRAHIM JOULAK,IBRAHIM JOULAK
P3 - MEDIUM-HIGH,2304 WASHINGTON ST,ROXBURY,2119,554467,2,"SAME PERSON CONTROLS ALL ENTITIES | BILLING SAME CODES: 92340, 92341, V2020 | ONE PERSON RUNS ALL",LESA DENNIS-MAHAMED,441803,,(781) 725-2020,"GALLERY EYECARE, LLC",112664,LESA DENNIS-MAHAMED (OPTOMETRIST),(617) 202-9650,,0,,,"LESA DENNIS-MAHAMED /// GALLERY EYECARE, LLC",LESA DENNIS-MAHAMED
P3 - MEDIUM-HIGH,385 BROADWAY STE 203,REVERE,2151,552908,2,SAME PERSON CONTROLS ALL ENTITIES | BILLING SAME CODES: 90837 | ONE PERSON RUNS ALL,POWER OF RECOVERY LLC,488567,MATTHEW POWERS (OWNER/OPERATOR),(781) 629-4609,FRANK COPELI,64341,,(443) 353-9263,,0,,,POWER OF RECOVERY LLC /// FRANK COPELI,MATTHEW POWERS
P3 - MEDIUM-HIGH,570R HAWTHORN ST,DARTMOUTH,2747,550772,4,"SAME PERSON CONTROLS ALL ENTITIES | BILLING SAME CODES: 90460, 96110, 96127, 99213, S0302 | ONE PERSON RUNS ALL",ANJANA TRIVEDI,201561,,(508) 999-5300,LAURA DUNPHY,199913,,(508) 999-5300,JENNIFER HAUSLADEN,98203,,(508) 999-5300,"ANJANA TRIVEDI /// LAURA DUNPHY /// JENNIFER HAUSLADEN /// COVE PEDIATRICS, LLC",JENNIFER HAUSLADEN
P3 - MEDIUM-HIGH,19 RIVERSIDE AVE,BROCKTON,2301,540056,2,SAME PERSON CONTROLS ALL ENTITIES | BILLING SAME CODES: 90837 | ONE PERSON RUNS ALL,"LEADING LIGHT BEHAVIORAL HEALTH, INC",385382,GUAN ELLERBE (OWNER),(508) 690-6069,GUAN ELLERBE,154674,,(508) 690-6069,,0,,,"LEADING LIGHT BEHAVIORAL HEALTH, INC /// GUAN ELLERBE",GUAN ELLERBE
P3 - MEDIUM-HIGH,216 CENTRE ST,MALDEN,2148,538102,2,"SAME PERSON CONTROLS ALL ENTITIES | BILLING SAME CODES: 92004, 92014, 92015, 92340, 92341 | ONE PERSON RUNS ALL",IN VISION BOSTON,390652,DYLAN BUI (PRESIDENT),(781) 321-8883,DYLAN BUI,147450,,(781) 321-8883,,0,,,IN VISION BOSTON /// DYLAN BUI,DYLAN BUI
P3 - MEDIUM-HIGH,115 PORTER ST,EAST BOSTON,2128,534766,2,"SAME PERSON CONTROLS ALL ENTITIES | BILLING SAME CODES: 97032, 97035, 97110, 97140, 97161 | ONE PERSON RUNS ALL",SECOND WIND PHYSICAL THERAPY & SPORTS MEDICINE INC.,492618,BRENDON LACHANCE (PRESIDENT),(617) 569-2929,BRENDON LACHANCE,42148,,(617) 569-2929,,0,,,SECOND WIND PHYSICAL THERAPY & SPORTS MEDICINE INC. /// BRENDON LACHANCE,BRENDON LACHANCE
P3 - MEDIUM-HIGH,9 NORTH RD,CHELMSFORD,1824,534386,2,"SAME PERSON CONTROLS ALL ENTITIES | BILLING SAME CODES: 99232, 99238 | ONE PERSON RUNS ALL","SEPULVEDA & ASSOCIATES, PC",522015,SEBASTIAN SEPULVEDA (CEO),(978) 458-2005,SEBASTIAN SEPULVEDA,12371,,(978) 458-2005,,0,,,"SEPULVEDA & ASSOCIATES, PC /// SEBASTIAN SEPULVEDA",SEBASTIAN SEPULVEDA
P3 - MEDIUM-HIGH,1 E MAIN ST,WESTBOROUGH,1581,533918,2,"SAME PERSON CONTROLS ALL ENTITIES | BILLING SAME CODES: 92004, 92014, 92015 | ONE PERSON RUNS ALL",KHUONG NGUYEN,500886,,(508) 366-4500,WESTBOROUGH EYECARE LLC,33032,KHUONG NGUYEN (OWNER),(508) 366-4500,,0,,,KHUONG NGUYEN /// WESTBOROUGH EYECARE LLC,KHUONG NGUYEN
P3 - MEDIUM-HIGH,260 EAST CENTRAL STREET,FRANKLIN,2038,532766,2,"SAME PERSON CONTROLS ALL ENTITIES | BILLING SAME CODES: D0140, D0150, D0274, D0330, D1120 | ONE PERSON RUNS ALL",MUNAL SALEM,311038,,(508) 528-0200,ALPHA DENTAL CENTER PC,221729,MUNAL SALEM (DENTIST OWNER),(508) 528-0200,,0,,,MUNAL SALEM /// ALPHA DENTAL CENTER PC,MUNAL SALEM
P3 - MEDIUM-HIGH,72 CUDWORTH RD,WEBSTER,1570,528961,4,"SAME PERSON CONTROLS ALL ENTITIES | BILLING SAME CODES: 3008F, 99213, 99214 | ONE PERSON RUNS ALL","INTER MED ASSOCIATES, P.C.",256635,ISHWARA SHARMA (PRESIDENT),(508) 461-0011,KRZYSZTOF KACPRZAK,169422,,(508) 461-0011,KENNETH GUARNIERI,55858,,(508) 461-0011,"INTER MED ASSOCIATES, P.C. /// KRZYSZTOF KACPRZAK /// KENNETH GUARNIERI /// ISHWARA SHARMA",ISHWARA SHARMA
P3 - MEDIUM-HIGH,123 S MAIN ST,ATHOL,1331,528088,2,"SAME PERSON CONTROLS ALL ENTITIES | BILLING SAME CODES: 98940, 98941 | ONE PERSON RUNS ALL","BAXTER CHIROPRACTOR, P.C.",436374,CHARLES BAXTER (PRESIDENT),(978) 249-2225,CHARLES BAXTER,91714,,(978) 249-2225,,0,,,"BAXTER CHIROPRACTOR, P.C. /// CHARLES BAXTER",CHARLES BAXTER
P3 - MEDIUM-HIGH,33 BARTLETT ST STE 204,LOWELL,1852,527169,2,"SAME PERSON CONTROLS ALL ENTITIES | BILLING SAME CODES: 82962, 90471, 90756, 99213, 99442 | ONE PERSON RUNS ALL",LOWELL FAMILY MEDICAL CARE PC,279019,JOHN GRIEVESON (OWNER),(978) 453-0550,JOHN GRIEVESON,248150,,(978) 453-0550,,0,,,LOWELL FAMILY MEDICAL CARE PC /// JOHN GRIEVESON,JOHN GRIEVESON
P3 - MEDIUM-HIGH,687 N MAIN ST,ATTLEBORO,2703,525772,5,SAME PERSON CONTROLS ALL ENTITIES | 5 ENTITIES AT ONE ADDRESS | BILLING SAME CODES: 99213 | ONE PERSON RUNS ALL,JESSICA SALAK,171053,,(508) 222-3200,STURDY HEALTH INC,158125,AMY PFEFFER (CFO),(508) 222-3200,ROSA BERMUDEZ-EMMANUELLI,139723,,(508) 222-3200,JESSICA SALAK /// STURDY HEALTH INC /// ROSA BERMUDEZ-EMMANUELLI /// ANAYDA DEJESUS-CRUZ /// CAROLYN LIPSKY,AMY PFEFFER
P3 - MEDIUM-HIGH,16 FAIRHAVEN COMMONS WAY,FAIRHAVEN,2719,515267,3,"SAME PERSON CONTROLS ALL ENTITIES | BILLING SAME CODES: 92004, 92015 | ONE PERSON RUNS ALL",TINA PARKER-HOWAYECK,467173,,(508) 999-4401,GEORGE HOWAYECK,29474,,(508) 999-4401,"ACUVISION EYECARE CENTER, INC",18620,TINA PARKER-HOWAYECK (ADMINISTRATOR),(508) 999-4401,"TINA PARKER-HOWAYECK /// GEORGE HOWAYECK /// ACUVISION EYECARE CENTER, INC",TINA PARKER-HOWAYECK
P4 - MEDIUM,360 MERRIMACK ST,LAWRENCE,1843,114070143,13,13 ENTITIES AT ONE ADDRESS | OVER $100M BILLED,"ELDER SERVICES OF THE MERRIMACK VALLEY, INC.",86287325,ROSANNE DISTEFANO (EXECUTIVE DIRECTOR),(978) 683-7747,"FCP, INC",21211297,BARBARA WILSON (PRESIDENT AND CEO),(978) 620-2502,"TALLMAN EYE ASSOCIATES, PC",3702345,CYNTHIA DEANGELIS (PARTNER/OWNER),(978) 688-6182,"ELDER SERVICES OF THE MERRIMACK VALLEY, INC. /// FCP, INC /// TALLMAN EYE ASSOCIATES, PC /// HOME HEALTH VNA INC /// MARY JOE /// HOME CARE INC /// JILL CICCARIELLO-LAVIGNE /// JOSEF GENDLERMAN /// IOANIS PANAGIOTOPOULOS /// TALLMAN EYE ASSOCIATES, PC /// AILEEN MARIA /// CHARLES EMERSON /// PATRICIA PALERMO",ADELE HAMMERSLEY /// BARBARA WILSON /// CYNTHIA DEANGELIS /// JOSEF GENDLERMAN /// KAREN GOMES /// ROSANNE DISTEFANO
P4 - MEDIUM,147 PELHAM ST,METHUEN,1844,105319411,4,OVER $100M BILLED,COMFORT HOME CARE LLC,103808965,BRANDON HOWES (PRESIDENT),(978) 685-4700,"GREATER LAWRENCE FAMILY HEALTH CENTER, INC.",1505843,"KARIN BERNARD (DIRECTOR, MSO)",(978) 683-3491,MADENNYS MARIA,4603,,(978) 683-3491,"COMFORT HOME CARE LLC /// GREATER LAWRENCE FAMILY HEALTH CENTER, INC. /// MADENNYS MARIA /// GREATER LAWRENCE FAMILY HEALTH CENTER INC",BRANDON HOWES /// KARIN BERNARD /// ZANDRA KELLEY
P4 - MEDIUM,1 WASHINGTON ST,TAUNTON,2780,85186708,22,22 ENTITIES AT ONE ADDRESS | OVER $10M BILLED,"COMMUNITY COUNSELING OF BRISTOL COUNTY, INC.",77968189,PHILIP SHEA (PRESIDENT CEO),(508) 823-5400,MILL RIVER PEDIATRICS,1946811,JAYSHREE SINHA (OWNER/MANAGER),(508) 884-5600,TAUNTON HEALTHCARE CLINIC LLC,1807186,SARA BRADY (CHIEF NURSING OFFICER),(508) 828-5986,"COMMUNITY COUNSELING OF BRISTOL COUNTY, INC. /// MILL RIVER PEDIATRICS /// TAUNTON HEALTHCARE CLINIC LLC /// MANET COMMUNITY HEALTH CENTER, INC. /// KERRIE MASON /// ERICA MITCHELL /// LAUREN WATERMAN /// LAURA AMARAL /// BRENDA LIMA /// JOY CAMARA /// STEPHANIE PHILLIPS /// JENNIFER BUKER /// ANGELA KNAPP-LEVESQUE /// JILL HODGSON /// HAILEY SANTARPIO /// CATHERINE KILEY /// GABRIELLE DWORKIN /// JAMES PEREIRA /// JAYSHREE SINHA /// MARC WLADIS /// BETH FITZGERALD /// COMMUNITY COUNSELING OF BRISTOL COUNTY",CYNTHIA SIERRA /// JAYSHREE SINHA /// PHILIP SHEA /// SARA BRADY
P4 - MEDIUM,4 VALLEY MILL RD,HOLYOKE,1040,78806646,5,5 ENTITIES AT ONE ADDRESS | OVER $10M BILLED,WESTMASS ELDERCARE,39000040,ROSEANN MARTOCCIA (EXECUTIVE DIRECTOR),(413) 538-9020,WESTMASS ELDERCARE,34144241,PRISCILLA CHALMERS (EXECUTIVE DIRECTOR),(413) 538-9020,WESTMASS ELDERCARE,4267357,PRISCILLA CHALMERS (EXECUTIVE DIRECTOR),(413) 538-9020,WESTMASS ELDERCARE /// WESTMASS ELDERCARE /// WESTMASS ELDERCARE /// WESTMASS ELDERCARE /// WESTMASS ELDERCARE,JOANNE BORKOWSKI /// PRISCILLA CHALMERS /// ROSEANN MARTOCCIA
P4 - MEDIUM,439 S UNION ST,LAWRENCE,1843,62635689,4,OVER $10M BILLED,"MAESTRO-CONNECTIONS HEALTH SYSTEMS, LLC",52901102,GEORGE KIONGERA (PRESIDENT & CEO),(978) 794-1158,"MAESTRO COMMUNITY CARE, LLC",7240513,GEORGE KIONGERA (PRESIDENT AND CEO),(978) 973-3749,AFYA HOME CARE LLC,2367529,STEPHEN WANJIRU (PRESIDENT),(978) 258-7271,"MAESTRO-CONNECTIONS HEALTH SYSTEMS, LLC /// MAESTRO COMMUNITY CARE, LLC /// AFYA HOME CARE LLC /// ARRIGG ASSOCIATES , P.C.",GEORGE KIONGERA /// JUDITH GRANT /// STEPHEN WANJIRU
P4 - MEDIUM,242 GREEN ST,GARDNER,1440,60099601,28,28 ENTITIES AT ONE ADDRESS | OVER $10M BILLED,HENRY HEYWOOD MEMORIAL HOSPITAL,54500178,THOMAS SULLIVAN (CEO),(978) 632-3420,HEYWOOD MEDICAL GROUP INC.,4222030,THOMAS SULLIVAN (CEO),(978) 630-5076,"WACHUSETT RADIOLOGY, INC.",452293,LAURA CHEN (PRESIDENT),(997) 863-0623,"HENRY HEYWOOD MEMORIAL HOSPITAL /// HEYWOOD MEDICAL GROUP INC. /// WACHUSETT RADIOLOGY, INC. /// ELLEN RAY /// CRYSTAL LAKE PATHOLOGY PC /// NUZHAT FAROOQUI /// KALYAN KALAVA /// VEDERE PATHOLOGY PC /// VICTOR ZOTA /// JOSEPH WOLLMAN /// MICHAEL SHEAR /// TIFFANY OSBORNE /// ABBY HORNSTEIN /// HEYWOOD ATHOL INPATIENT SPECIALISTS PLLC /// DOUGLAS ROMNEY /// MELISSA VAINE /// SARAH GILBERT /// LAURA CHEN /// ALICE VAINE /// KATHLEEN TELEPCIAK /// CRAIG NAPOLITANO /// SAMUEL LEGER /// BENJAMIN FAKHARZADEH /// ELIZABETH TEMPLE /// DAVID GILL /// HOME TOWN WELLNESS, LLC /// ALLISON GOULET-SCOTT /// JESSICA LEBLANC",KRISTINA GALLANT /// LAURA CHEN /// MAHA FARHAT /// MOHAMMED JALEEL /// THOMAS SULLIVAN /// VICTOR ZOTA
P4 - MEDIUM,100 CUMMINGS CTR,BEVERLY,1915,53408308,9,9 ENTITIES AT ONE ADDRESS | OVER $10M BILLED,ASSOCIATED HOME CARE,34081080,MICHAEL TRIGILIO (PRESIDENT),(978) 922-0745,"STANDARDS CARE STAFFING, INC",15126416,AGNES MANUMBU (PRINCIPAL),(978) 922-0088,JESSICA BLUTSTEIN,3811111,,(978) 473-7300,"ASSOCIATED HOME CARE /// STANDARDS CARE STAFFING, INC /// JESSICA BLUTSTEIN /// CORNELL ORTHOTICS AND PROSTHETICS, INC /// MARIANNE CANNON /// SPEECH THERAPY GROUP, LLC. /// ESSEX SURGICAL ASSOCIATES, PC /// NEWMAN & HAHN, M.D., P.C. /// DAVID SMAIL",AGNES MANUMBU /// DEBBI CLEMENZI /// KEITH CORNELL /// MELANIE GILES /// MICHAEL TRIGILIO /// SUSAN KAROL
P4 - MEDIUM,340 MAPLE ST,MARLBOROUGH,1752,53353730,8,8 ENTITIES AT ONE ADDRESS | OVER $10M BILLED,"ADVOCATES, INC.",48823264,KEITH NEAL (CFO),(508) 485-9300,ADVOCATES COMMUNITY COUNSELING INC,3998735,JIM MILLS (CHIEF FINANCIAL OFFICER),(508) 485-9300,MATTHEW BUTLER,264493,,(617) 480-2541,"ADVOCATES, INC. /// ADVOCATES COMMUNITY COUNSELING INC /// MATTHEW BUTLER /// SIMPLY ORTHODONTICS OF MARLBOROUGH, PLLC /// ASSABET FAMILY PODIATRY, INC /// MARLBORO ORTHODONTICS AND ASSOCIATES /// SANGEETHA PUNJABI /// JULIE OZAYDIN",AIMEE HODGERNEY /// CHUN-YU CHEN /// JIM MILLS /// KEITH NEAL /// SHEILA PALTER
P4 - MEDIUM,112 KERNWOOD DR,LYNN,1904,50650938,2,"OVER $10M BILLED | BILLING SAME CODES: S5102, T2003",LYNN COMMUNITY ELDER SERVICES,48571658,DAVID LIBBY (CFO),(781) 598-4570,"KERNWOOD ADULT DAY CARE, INC.",2079280,SHERRILL O'GORMAN (CORP. DIRECTOR OF ADMINISTRATION),(978) 948-7383,,0,,,"LYNN COMMUNITY ELDER SERVICES /// KERNWOOD ADULT DAY CARE, INC.",DAVID LIBBY /// SHERRILL O'GORMAN
P4 - MEDIUM,11-15 SANDERSDALE ROAD,SOUTHBRIDGE,1550,45010148,4,OVER $10M BILLED,"RMG HOME CARE, INC",12733116,KRYSTAL SICAL (QUALITY ASSURANCE NURSE),(774) 420-2311,"RMG ADULT DAY HEALTH CENTERS, LLC",12150401,LISSETTE GUZMAN (PROGRAM DIRECTOR),(774) 420-2311,"RENAISSANCE PRIMARY CARE, LLC",11322449,JAMES MANUEL (PSYCHOLOGIST),(774) 420-2311,"RMG HOME CARE, INC /// RMG ADULT DAY HEALTH CENTERS, LLC /// RENAISSANCE PRIMARY CARE, LLC /// PEOPLE FIRST GAFC LLC",GRACE RODRIGUEZ /// JAMES MANUEL /// KRYSTAL SICAL /// LISSETTE GUZMAN
P4 - MEDIUM,16 SHAKER RD,EAST LONGMEADOW,1028,35810236,2,OVER $10M BILLED,GOLDEN YEARS HOME CARE SERVICES OF MASSACHUSETTS,35531247,CESAR RUIZ (PRESIDENT/CEO),(413) 209-8208,GOLDEN YEARS BEHAVIORAL HEALTH GROUP INC.,278989,TRACY MINEO (EXECUTIVE VICE PRESIDENT),(413) 209-8208,,0,,,GOLDEN YEARS HOME CARE SERVICES OF MASSACHUSETTS /// GOLDEN YEARS BEHAVIORAL HEALTH GROUP INC.,CESAR RUIZ /// TRACY MINEO
P4 - MEDIUM,599 CANAL ST,LAWRENCE,1840,35756138,12,12 ENTITIES AT ONE ADDRESS | OVER $10M BILLED,"INTERNATIONAL HEALTH SOLUTIONS, INC",17519747,RITA NORTON (CLINICAL DIRECTOR),(978) 689-1907,LIFOD HOME HEALTH CARE LLC,15360775,KARIUKI KIMUNGU (PRESIDENT/CEO),(603) 320-9858,PATRICIO DHIMITRI,782700,,(978) 687-6488,"INTERNATIONAL HEALTH SOLUTIONS, INC /// LIFOD HOME HEALTH CARE LLC /// PATRICIO DHIMITRI /// CAROL SUTCLIFFE /// HRI CLINICS, INC. /// GAIL WANGERIN /// SAMUEL ROMERO /// BELEN GODWIN /// EVA SHANNON /// A CARING TOUCH NURSING & HOME CARE SERVICES INC /// RUTH CABRERA /// DEBORAH AMOROSO",CHRISTINE ASACK /// KARIUKI KIMUNGU /// RITA NORTON /// SOPHIE TABI
P4 - MEDIUM,277 PLEASANT ST,FALL RIVER,2721,32404572,4,OVER $10M BILLED,"PRIMA CARE, PC",32393532,LAUREN GOMES (CREDENTIALING SPECIALIST),(508) 676-3292,PRIMA CARE WELLNESS CENTER,7899,RICHARD MATEUS (CEO),(508) 676-3292,ERIKA RAPOSA,1837,,(508) 676-3292,"PRIMA CARE, PC /// PRIMA CARE WELLNESS CENTER /// ERIKA RAPOSA /// NARON KEO",LAUREN GOMES /// RICHARD MATEUS
P4 - MEDIUM,695 TRUMAN PARKWAY,BOSTON,2136,29370391,2,OVER $10M BILLED,FOREVER YOUNG ADULT DAY HEALTH CENTER,16130759,ASHLEY ST JULIEN (OWNER),(617) 792-9548,TCFWC - THE CHILD AND FAMILY WELLNESS CENTER LLC,13239632,"EDWINNA WYNN (CHIEF EXECUTIVE OFFICER, DIRECTOR)",(888) 763-7272,,0,,,FOREVER YOUNG ADULT DAY HEALTH CENTER /// TCFWC - THE CHILD AND FAMILY WELLNESS CENTER LLC,ASHLEY ST JULIEN /// EDWINNA WYNN
